Age,Gender,Time_Spent,Product_Category,Number_of_Items_Viewed,Device_Used,Purchased
47,Male,25,Electronics,6,Tablet,1
24,Male,6,Books,4,Tablet,0
32,Male,33,Electronics,7,Desktop,0
40,Female,9,Books,10,Desktop,0
54,Male,34,Clothing,7,Tablet,0
38,Female,36,Clothing,7,Mobile,1
60,Female,28,Clothing,11,Mobile,0
37,Female,43,Books,11,Desktop,1
64,Male,15,Books,9,Mobile,1
40,Male,48,Books,5,Tablet,0
34,Male,36,Clothing,8,Desktop,0
42,Male,26,Books,13,Tablet,0
56,Male,40,Books,6,Mobile,1
37,Female,13,Electronics,19,Tablet,0
54,Male,39,Clothing,1,Desktop,1
64,Female,7,Electronics,19,Tablet,0
35,Female,38,Electronics,5,Mobile,1
19,Female,23,Books,12,Desktop,0
31,Male,10,Electronics,1,Desktop,1
40,Female,31,Electronics,2,Tablet,1
44,Male,44,Electronics,16,Tablet,1
23,Male,32,Electronics,16,Mobile,0
59,Male,10,Clothing,9,Desktop,1
21,Female,20,Books,2,Desktop,0
26,Male,10,Electronics,1,Desktop,1
35,Female,26,Clothing,8,Desktop,1
31,Female,24,Books,5,Mobile,0
28,Female,23,Electronics,2,Desktop,1
32,Male,13,Clothing,14,Mobile,1
34,Female,21,Books,4,Tablet,0
50,Male,13,Electronics,17,Mobile,0
35,Male,33,Books,2,Tablet,1
32,Female,27,Books,1,Mobile,0
36,Female,12,Clothing,16,Tablet,0
18,Male,27,Electronics,13,Tablet,0
33,Male,49,Books,14,Desktop,0
44,Female,21,Electronics,12,Tablet,0
27,Female,19,Books,12,Tablet,1
18,Male,34,Books,11,Desktop,0
31,Female,22,Books,16,Mobile,1
60,Female,40,Books,13,Mobile,1
42,Female,12,Electronics,2,Tablet,1
47,Male,28,Clothing,13,Mobile,1
52,Female,38,Clothing,17,Tablet,1
21,Male,20,Electronics,19,Desktop,1
30,Male,27,Clothing,17,Desktop,1
19,Male,35,Books,5,Tablet,0
64,Male,31,Electronics,5,Desktop,0
22,Male,21,Books,6,Mobile,1
57,Female,16,Clothing,11,Tablet,0
30,Female,21,Clothing,15,Desktop,1
39,Female,6,Clothing,6,Desktop,1
43,Female,22,Books,11,Mobile,0
32,Female,35,Clothing,3,Desktop,0
31,Female,29,Books,3,Mobile,0
28,Female,17,Electronics,16,Desktop,1
54,Female,24,Electronics,4,Desktop,1
32,Male,41,Books,4,Desktop,1
19,Female,29,Books,4,Desktop,0
47,Female,17,Electronics,14,Mobile,1
32,Male,44,Clothing,2,Desktop,1
21,Male,6,Electronics,14,Desktop,0
30,Female,33,Electronics,12,Desktop,0
46,Female,22,Electronics,12,Tablet,0
60,Female,46,Electronics,1,Desktop,0
59,Male,11,Electronics,10,Tablet,0
40,Male,29,Electronics,12,Mobile,0
36,Female,39,Clothing,15,Tablet,0
34,Male,34,Clothing,5,Mobile,1
28,Male,41,Electronics,7,Desktop,0
45,Female,23,Books,7,Desktop,0
48,Male,49,Books,19,Tablet,0
41,Female,43,Books,13,Mobile,0
25,Female,20,Electronics,4,Desktop,1
22,Female,27,Books,15,Tablet,1
63,Male,41,Electronics,9,Tablet,0
41,Male,7,Electronics,1,Desktop,0
49,Male,42,Electronics,19,Tablet,0
21,Female,26,Electronics,12,Mobile,0
30,Female,34,Clothing,9,Mobile,1
53,Male,43,Electronics,19,Tablet,0
27,Male,16,Books,1,Tablet,1
64,Female,36,Books,4,Mobile,0
51,Female,14,Electronics,15,Desktop,0
53,Female,20,Books,10,Desktop,0
48,Female,38,Electronics,19,Tablet,0
40,Male,31,Clothing,2,Tablet,1
26,Male,14,Electronics,5,Mobile,1
39,Female,40,Electronics,5,Desktop,0
39,Male,49,Books,6,Mobile,1
28,Female,49,Electronics,11,Tablet,0
63,Female,40,Electronics,13,Desktop,1
44,Female,10,Electronics,3,Mobile,1
54,Female,28,Clothing,19,Mobile,1
33,Male,16,Clothing,12,Tablet,0
25,Male,36,Electronics,19,Mobile,1
59,Male,49,Books,14,Desktop,0
42,Female,29,Electronics,4,Desktop,0
24,Female,6,Books,4,Desktop,0
47,Female,44,Electronics,14,Mobile,0
42,Male,31,Clothing,3,Mobile,0
33,Female,12,Electronics,3,Mobile,0
51,Male,32,Clothing,9,Tablet,0
44,Female,25,Electronics,19,Mobile,0
49,Female,48,Books,16,Mobile,0
34,Female,26,Clothing,8,Mobile,0
57,Male,21,Books,11,Tablet,0
55,Male,31,Books,13,Mobile,0
55,Female,33,Electronics,15,Desktop,1
58,Male,47,Books,5,Tablet,0
63,Male,24,Clothing,8,Mobile,1
50,Male,18,Electronics,6,Tablet,0
35,Female,12,Electronics,15,Desktop,0
54,Male,24,Books,15,Mobile,1
62,Male,11,Books,12,Tablet,0
58,Female,10,Clothing,6,Mobile,0
30,Female,19,Electronics,10,Desktop,1
49,Female,20,Books,16,Desktop,1
38,Male,18,Clothing,4,Desktop,0
22,Male,8,Books,18,Desktop,0
62,Female,13,Books,19,Desktop,1
53,Male,6,Electronics,14,Desktop,1
61,Male,49,Electronics,7,Desktop,1
43,Male,41,Books,19,Desktop,0
32,Female,36,Books,1,Tablet,1
58,Female,46,Books,16,Tablet,1
35,Female,27,Clothing,14,Mobile,1
47,Female,49,Books,14,Desktop,0
20,Male,30,Books,17,Mobile,1
51,Male,13,Books,14,Mobile,1
60,Male,29,Clothing,8,Desktop,0
23,Female,38,Books,1,Tablet,1
52,Female,27,Electronics,10,Desktop,0
52,Male,35,Electronics,11,Tablet,1
61,Male,19,Books,12,Mobile,0
37,Female,36,Clothing,2,Mobile,1
48,Female,20,Books,2,Tablet,0
48,Male,42,Electronics,8,Desktop,0
55,Male,28,Clothing,2,Tablet,0
36,Male,28,Clothing,2,Mobile,1
26,Female,48,Clothing,4,Desktop,0
47,Female,22,Electronics,12,Mobile,0
34,Female,27,Electronics,7,Tablet,0
36,Male,24,Books,10,Desktop,0
25,Female,15,Electronics,2,Tablet,0
47,Male,15,Clothing,11,Tablet,1
54,Female,21,Books,9,Desktop,0
44,Female,10,Clothing,14,Desktop,1
25,Male,17,Books,7,Tablet,1
54,Male,40,Clothing,1,Tablet,0
52,Male,18,Clothing,5,Tablet,1
54,Male,22,Electronics,1,Desktop,1
62,Male,34,Clothing,7,Desktop,0
26,Female,16,Electronics,13,Desktop,1
23,Female,18,Electronics,8,Desktop,1
29,Female,43,Clothing,17,Mobile,1
44,Male,8,Electronics,16,Desktop,0
28,Male,28,Clothing,2,Desktop,0
28,Female,37,Books,14,Tablet,0
44,Female,21,Electronics,17,Desktop,0
38,Female,46,Books,18,Tablet,0
56,Male,16,Clothing,8,Tablet,0
36,Female,23,Electronics,2,Tablet,0
53,Male,40,Books,3,Mobile,0
44,Male,23,Clothing,6,Tablet,1
18,Female,33,Clothing,5,Tablet,1
19,Male,19,Books,9,Mobile,0
48,Male,39,Books,5,Mobile,1
47,Female,41,Books,18,Mobile,0
18,Female,5,Electronics,2,Mobile,1
51,Female,49,Clothing,15,Mobile,1
41,Female,32,Books,5,Mobile,1
62,Female,21,Electronics,2,Mobile,1
62,Female,33,Electronics,18,Desktop,1
45,Female,28,Books,4,Mobile,1
57,Male,9,Clothing,13,Mobile,1
57,Male,37,Books,9,Mobile,0
43,Male,13,Electronics,3,Desktop,1
41,Female,11,Books,14,Mobile,0
40,Male,5,Electronics,11,Tablet,0
22,Female,32,Electronics,17,Desktop,1
49,Male,7,Books,18,Desktop,1
46,Female,29,Electronics,12,Mobile,1
36,Male,26,Clothing,16,Desktop,0
49,Female,23,Electronics,13,Tablet,1
24,Female,46,Electronics,16,Tablet,1
56,Female,14,Clothing,18,Tablet,1
41,Male,18,Books,16,Desktop,0
58,Male,14,Books,15,Mobile,0
40,Male,47,Clothing,16,Tablet,1
37,Female,45,Clothing,1,Mobile,0
40,Female,16,Electronics,1,Desktop,1
40,Male,18,Electronics,17,Mobile,1
33,Male,47,Clothing,9,Desktop,0
39,Male,30,Electronics,12,Mobile,1
20,Male,18,Clothing,3,Tablet,1
63,Male,43,Books,16,Tablet,1
54,Male,28,Clothing,19,Desktop,0
55,Female,41,Electronics,1,Tablet,1
60,Female,25,Books,3,Desktop,1
22,Male,16,Clothing,14,Desktop,1
52,Female,6,Electronics,5,Tablet,0
18,Female,19,Electronics,2,Tablet,1
25,Female,18,Books,14,Tablet,0
33,Male,49,Electronics,3,Tablet,0
24,Female,41,Clothing,16,Tablet,0
26,Male,41,Electronics,6,Mobile,1
63,Male,17,Books,14,Desktop,1
39,Female,45,Books,19,Tablet,0
44,Female,38,Clothing,14,Desktop,0
23,Male,39,Clothing,14,Mobile,0
38,Female,28,Electronics,17,Mobile,1
57,Female,32,Electronics,8,Mobile,0
28,Male,21,Electronics,16,Mobile,0
45,Male,40,Books,2,Desktop,1
24,Female,19,Electronics,14,Desktop,1
53,Female,7,Clothing,15,Desktop,0
29,Male,21,Clothing,9,Mobile,1
62,Male,7,Electronics,18,Tablet,1
24,Male,33,Books,8,Desktop,0
57,Male,9,Clothing,11,Desktop,0
22,Female,40,Clothing,14,Mobile,0
49,Male,46,Clothing,8,Tablet,1
29,Male,35,Electronics,9,Mobile,0
47,Female,40,Clothing,8,Mobile,1
45,Male,48,Electronics,5,Tablet,1
37,Female,10,Books,14,Desktop,0
22,Female,39,Electronics,14,Mobile,1
44,Female,6,Clothing,17,Desktop,1
63,Male,42,Electronics,8,Mobile,1
62,Male,30,Clothing,2,Desktop,1
61,Male,8,Clothing,12,Mobile,0
45,Male,14,Books,2,Tablet,1
41,Male,22,Books,10,Tablet,1
18,Female,39,Electronics,2,Tablet,1
43,Male,33,Books,8,Tablet,0
56,Male,31,Electronics,16,Mobile,1
40,Female,37,Electronics,7,Tablet,1
44,Male,39,Books,17,Mobile,0
59,Male,7,Books,16,Tablet,1
23,Female,33,Clothing,8,Mobile,0
34,Male,28,Electronics,4,Desktop,0
43,Female,9,Electronics,11,Desktop,0
23,Male,13,Electronics,12,Tablet,0
50,Male,6,Clothing,16,Mobile,0
39,Male,49,Books,7,Mobile,1
27,Male,42,Books,11,Mobile,0
54,Female,18,Books,14,Mobile,1
30,Male,28,Books,1,Mobile,0
28,Male,24,Books,2,Desktop,1
30,Male,35,Books,1,Mobile,0
44,Female,38,Books,2,Tablet,0
24,Female,46,Electronics,3,Desktop,1
44,Male,22,Electronics,16,Tablet,0
60,Male,42,Electronics,13,Mobile,0
56,Male,19,Clothing,13,Mobile,1
30,Female,34,Clothing,3,Desktop,1
26,Female,47,Electronics,13,Tablet,0
45,Male,19,Electronics,13,Mobile,0
36,Female,47,Books,9,Tablet,0
22,Male,43,Books,5,Desktop,0
48,Male,20,Electronics,12,Tablet,0
40,Male,17,Electronics,12,Desktop,1
52,Female,32,Electronics,11,Mobile,0
62,Male,47,Electronics,14,Mobile,0
60,Female,37,Books,14,Desktop,1
19,Male,9,Clothing,2,Mobile,0
63,Female,6,Clothing,14,Tablet,0
59,Male,31,Books,6,Mobile,0
20,Female,30,Electronics,13,Desktop,1
38,Male,35,Clothing,12,Desktop,0
50,Male,15,Electronics,6,Tablet,1
58,Male,9,Electronics,10,Mobile,0
53,Male,31,Clothing,5,Tablet,1
30,Male,5,Electronics,13,Mobile,1
24,Female,10,Electronics,12,Tablet,1
57,Male,15,Electronics,3,Mobile,1
40,Male,16,Clothing,3,Desktop,0
42,Female,9,Clothing,1,Desktop,0
55,Female,24,Clothing,19,Desktop,0
63,Male,17,Clothing,17,Mobile,1
52,Female,36,Books,8,Desktop,0
60,Male,16,Electronics,15,Tablet,1
42,Male,40,Clothing,8,Desktop,1
48,Female,48,Clothing,13,Mobile,1
19,Female,32,Electronics,2,Mobile,1
63,Female,27,Books,7,Mobile,0
20,Female,38,Books,13,Mobile,1
37,Male,20,Clothing,11,Desktop,0
20,Female,8,Clothing,4,Mobile,1
23,Male,21,Clothing,6,Desktop,0
22,Female,8,Clothing,16,Tablet,0
35,Male,26,Clothing,14,Desktop,0
25,Male,42,Electronics,11,Desktop,0
45,Male,49,Books,16,Desktop,0
39,Female,43,Books,7,Tablet,0
33,Male,40,Books,17,Mobile,0
36,Female,14,Clothing,14,Mobile,0
23,Female,10,Electronics,14,Desktop,1
32,Female,40,Electronics,3,Tablet,0
59,Female,8,Books,19,Desktop,1
29,Male,15,Electronics,13,Desktop,0
18,Female,22,Books,14,Tablet,1
19,Female,13,Books,19,Mobile,1
37,Female,24,Clothing,9,Desktop,0
41,Female,5,Clothing,5,Tablet,1
34,Male,43,Clothing,4,Mobile,1
32,Female,31,Books,7,Desktop,0
53,Male,24,Books,6,Mobile,0
42,Female,10,Clothing,18,Tablet,0
54,Male,33,Electronics,16,Mobile,0
52,Male,23,Books,10,Tablet,1
58,Female,18,Electronics,10,Tablet,0
64,Male,36,Clothing,10,Mobile,0
18,Male,27,Electronics,8,Desktop,0
19,Male,17,Clothing,13,Tablet,0
63,Female,7,Electronics,19,Desktop,0
29,Female,32,Electronics,4,Mobile,1
57,Female,23,Electronics,7,Desktop,1
35,Male,17,Clothing,9,Tablet,0
25,Female,15,Electronics,8,Mobile,1
32,Female,39,Clothing,13,Tablet,1
55,Male,35,Electronics,1,Mobile,0
28,Male,37,Clothing,10,Desktop,0
39,Female,29,Books,18,Tablet,1
51,Male,29,Electronics,11,Desktop,0
58,Male,48,Electronics,19,Tablet,1
22,Male,8,Clothing,11,Desktop,0
44,Female,28,Books,3,Desktop,1
61,Female,42,Electronics,5,Desktop,0
53,Male,29,Clothing,12,Tablet,0
55,Male,28,Books,3,Mobile,0
32,Female,38,Electronics,13,Mobile,1
28,Female,16,Clothing,1,Tablet,1
39,Female,6,Electronics,19,Tablet,0
39,Male,28,Books,17,Desktop,0
36,Female,22,Books,19,Tablet,0
30,Male,35,Books,12,Desktop,1
43,Female,15,Electronics,3,Tablet,1
24,Male,38,Books,8,Tablet,1
28,Male,9,Clothing,16,Tablet,0
46,Male,38,Clothing,5,Desktop,1
26,Female,38,Electronics,11,Desktop,0
27,Female,18,Electronics,15,Mobile,1
29,Male,5,Electronics,2,Tablet,1
40,Male,8,Electronics,6,Desktop,0
35,Female,35,Electronics,19,Desktop,0
46,Female,7,Electronics,14,Tablet,0
29,Male,32,Books,15,Tablet,1
31,Male,46,Clothing,12,Desktop,1
25,Female,28,Clothing,4,Desktop,0
20,Female,12,Books,3,Mobile,0
18,Female,40,Books,4,Tablet,0
33,Male,33,Books,3,Desktop,0
48,Male,19,Clothing,1,Desktop,1
32,Female,23,Books,19,Tablet,1
58,Female,30,Clothing,6,Desktop,1
57,Female,31,Books,7,Desktop,0
20,Female,22,Clothing,6,Tablet,1
45,Female,38,Electronics,15,Mobile,0
43,Female,16,Electronics,18,Mobile,0
44,Female,32,Books,16,Mobile,1
55,Male,6,Books,19,Mobile,1
19,Female,13,Electronics,6,Tablet,0
50,Female,10,Electronics,18,Mobile,1
46,Male,27,Clothing,9,Desktop,0
58,Female,45,Books,1,Mobile,0
34,Male,6,Electronics,10,Desktop,0
23,Female,17,Electronics,7,Tablet,1
19,Male,11,Clothing,7,Mobile,0
51,Female,23,Clothing,1,Tablet,0
50,Male,8,Electronics,10,Mobile,1
52,Female,49,Clothing,12,Desktop,1
18,Female,45,Clothing,7,Mobile,1
30,Female,11,Books,3,Mobile,0
59,Male,19,Electronics,18,Tablet,0
36,Male,15,Clothing,3,Tablet,0
58,Female,33,Books,1,Mobile,0
37,Female,9,Electronics,17,Mobile,0
36,Female,25,Clothing,15,Desktop,1
48,Female,19,Electronics,12,Tablet,1
26,Female,45,Clothing,15,Desktop,0
40,Male,30,Books,14,Tablet,1
58,Female,14,Clothing,3,Tablet,1
42,Female,27,Electronics,8,Mobile,1
27,Female,32,Electronics,5,Tablet,1
22,Female,43,Electronics,16,Tablet,1
32,Male,21,Clothing,19,Desktop,1
44,Male,14,Clothing,15,Desktop,0
35,Male,5,Books,14,Desktop,0
18,Female,6,Electronics,6,Tablet,1
19,Female,13,Books,18,Tablet,1
48,Male,21,Electronics,16,Tablet,1
37,Male,40,Books,12,Tablet,0
32,Female,32,Books,7,Mobile,0
35,Male,45,Electronics,3,Desktop,1
31,Female,26,Electronics,2,Desktop,0
61,Female,6,Books,11,Tablet,0
52,Male,6,Electronics,3,Tablet,0
52,Female,9,Books,4,Desktop,0
25,Female,33,Clothing,9,Mobile,0
36,Male,44,Books,19,Desktop,1
47,Male,49,Books,3,Desktop,0
59,Female,22,Clothing,16,Desktop,0
58,Male,33,Books,10,Desktop,1
54,Female,25,Books,5,Desktop,1
41,Male,8,Books,16,Tablet,1
31,Female,27,Books,13,Mobile,1
57,Male,10,Electronics,2,Mobile,1
35,Male,40,Electronics,5,Desktop,1
30,Female,48,Electronics,11,Tablet,0
51,Female,44,Books,14,Tablet,1
24,Female,39,Books,11,Mobile,1
22,Male,18,Books,13,Mobile,0
46,Female,40,Clothing,15,Mobile,0
44,Female,6,Electronics,17,Mobile,1
27,Male,23,Clothing,1,Mobile,1
29,Female,33,Books,2,Mobile,1
30,Female,13,Books,18,Mobile,0
31,Male,22,Electronics,15,Desktop,0
37,Male,6,Electronics,5,Desktop,0
20,Male,33,Clothing,17,Tablet,1
38,Male,7,Electronics,13,Desktop,0
62,Male,25,Electronics,5,Desktop,0
21,Female,38,Books,9,Tablet,0
49,Female,19,Electronics,10,Desktop,1
52,Male,29,Clothing,1,Tablet,1
47,Male,10,Books,17,Tablet,0
54,Male,21,Books,6,Tablet,0
60,Female,16,Books,5,Mobile,1
44,Female,8,Clothing,9,Desktop,0
60,Female,14,Books,3,Tablet,0
63,Male,46,Clothing,6,Desktop,0
23,Female,24,Electronics,4,Tablet,0
52,Male,7,Electronics,17,Mobile,0
40,Female,47,Books,15,Mobile,1
37,Female,14,Books,10,Desktop,1
38,Female,7,Clothing,11,Tablet,1
55,Male,47,Books,8,Mobile,1
42,Female,5,Electronics,15,Tablet,0
48,Female,20,Clothing,13,Tablet,1
30,Female,22,Electronics,7,Desktop,1
58,Female,22,Electronics,2,Tablet,0
45,Male,44,Electronics,9,Desktop,0
32,Female,25,Electronics,9,Desktop,0
23,Male,37,Electronics,11,Tablet,0
52,Male,15,Books,4,Mobile,0
24,Male,24,Clothing,4,Desktop,0
63,Male,5,Clothing,4,Mobile,0
26,Male,45,Electronics,5,Tablet,0
23,Male,29,Electronics,14,Mobile,1
43,Female,5,Clothing,8,Mobile,0
35,Male,6,Books,19,Desktop,1
20,Female,13,Books,2,Desktop,1
21,Male,6,Clothing,9,Desktop,1
62,Male,36,Books,14,Mobile,0
64,Female,41,Electronics,2,Desktop,1
26,Male,13,Books,3,Mobile,1
42,Male,31,Electronics,6,Tablet,1
37,Male,36,Books,17,Desktop,1
61,Male,24,Electronics,9,Desktop,1
48,Male,30,Books,19,Desktop,0
40,Male,7,Books,10,Mobile,0
60,Female,32,Electronics,17,Desktop,1
35,Male,32,Electronics,12,Mobile,1
38,Female,39,Clothing,17,Mobile,1
50,Female,47,Clothing,15,Tablet,0
52,Male,45,Clothing,6,Desktop,0
22,Male,31,Clothing,12,Desktop,0
37,Female,31,Electronics,2,Mobile,1
61,Female,46,Books,5,Mobile,1
47,Female,33,Books,10,Tablet,0
36,Male,29,Clothing,3,Tablet,0
59,Female,31,Clothing,3,Mobile,1
22,Male,30,Clothing,1,Mobile,0
35,Male,31,Electronics,17,Desktop,1
26,Male,49,Electronics,19,Mobile,0
61,Female,44,Clothing,18,Mobile,0
28,Female,12,Books,12,Mobile,0
24,Male,31,Books,2,Tablet,0
62,Male,24,Electronics,13,Desktop,1
48,Female,6,Books,16,Desktop,0
58,Female,35,Books,5,Desktop,0
41,Female,9,Electronics,11,Mobile,0
32,Male,6,Clothing,12,Mobile,1
49,Male,38,Books,5,Mobile,0
62,Male,13,Electronics,10,Desktop,1
47,Female,36,Books,8,Tablet,1
57,Male,29,Clothing,16,Tablet,1
59,Male,27,Clothing,1,Tablet,0
24,Male,25,Books,13,Mobile,1
41,Male,20,Books,19,Tablet,0
57,Female,43,Clothing,5,Desktop,0
42,Male,45,Electronics,3,Desktop,1
59,Male,49,Clothing,17,Desktop,0
36,Female,25,Electronics,1,Desktop,1
28,Female,15,Clothing,15,Tablet,1
37,Male,36,Books,2,Mobile,0
54,Male,35,Electronics,6,Tablet,1
56,Male,37,Clothing,10,Tablet,0
53,Male,21,Clothing,19,Tablet,0
62,Female,9,Electronics,13,Tablet,1
55,Male,35,Books,6,Mobile,1
27,Male,24,Electronics,11,Tablet,0
46,Female,15,Clothing,17,Tablet,1
43,Female,5,Electronics,6,Desktop,1
36,Female,35,Books,8,Tablet,1
41,Female,12,Books,4,Mobile,0
48,Female,16,Electronics,1,Tablet,0
62,Male,47,Books,19,Desktop,0
48,Male,42,Books,14,Mobile,0
50,Male,23,Clothing,4,Tablet,1
19,Male,16,Clothing,6,Desktop,0
29,Male,11,Electronics,13,Mobile,1
39,Female,35,Electronics,18,Mobile,1
30,Male,27,Electronics,18,Desktop,1
18,Male,27,Clothing,6,Mobile,0
22,Male,18,Clothing,12,Mobile,0
22,Female,6,Electronics,16,Mobile,0
61,Male,29,Electronics,4,Mobile,1
23,Female,24,Books,9,Tablet,1
27,Male,42,Electronics,19,Mobile,1
49,Male,49,Clothing,4,Desktop,1
51,Female,16,Clothing,17,Mobile,1
33,Female,28,Clothing,9,Tablet,0
60,Female,45,Clothing,15,Mobile,0
32,Female,35,Books,17,Desktop,1
31,Female,25,Books,18,Tablet,0
63,Male,29,Books,19,Tablet,0
47,Male,27,Clothing,18,Desktop,1
45,Female,43,Books,14,Mobile,0
26,Female,14,Electronics,13,Mobile,0
35,Female,6,Electronics,4,Mobile,0
50,Male,42,Books,12,Tablet,1
61,Female,13,Clothing,17,Tablet,1
18,Female,13,Clothing,11,Mobile,0
38,Male,38,Clothing,11,Mobile,0
38,Male,27,Books,11,Mobile,1
57,Female,5,Electronics,15,Tablet,1
32,Female,30,Books,9,Mobile,0
27,Male,8,Clothing,13,Desktop,1
32,Female,18,Clothing,10,Tablet,1
62,Male,20,Electronics,18,Tablet,0
34,Female,12,Clothing,8,Mobile,1
25,Female,42,Books,12,Tablet,0
35,Female,23,Electronics,7,Tablet,0
22,Female,12,Electronics,14,Mobile,0
49,Male,48,Electronics,18,Desktop,0
27,Male,44,Electronics,9,Mobile,0
57,Male,32,Electronics,3,Tablet,0
26,Female,47,Clothing,16,Tablet,1
35,Male,12,Books,7,Tablet,1
53,Female,45,Electronics,3,Desktop,0
22,Male,32,Books,3,Tablet,1
54,Male,33,Clothing,13,Desktop,1
51,Male,28,Books,17,Tablet,0
26,Male,23,Clothing,16,Desktop,0
45,Male,43,Books,12,Desktop,1
19,Male,11,Clothing,5,Mobile,1
28,Male,9,Electronics,14,Desktop,0
35,Female,27,Books,17,Mobile,1
22,Female,24,Electronics,13,Desktop,1
41,Male,24,Electronics,4,Desktop,0
33,Female,17,Books,6,Tablet,0
33,Female,40,Electronics,3,Tablet,1
52,Female,35,Electronics,5,Mobile,1
46,Female,16,Electronics,12,Desktop,0
41,Female,22,Books,15,Desktop,0
32,Female,34,Clothing,19,Mobile,1
54,Male,22,Electronics,19,Mobile,1
53,Male,15,Electronics,15,Desktop,1
31,Male,27,Clothing,11,Mobile,1
62,Male,7,Electronics,1,Mobile,1
48,Female,34,Electronics,3,Tablet,1
20,Female,36,Clothing,17,Tablet,0
33,Male,9,Books,7,Mobile,0
46,Male,12,Clothing,18,Desktop,1
33,Male,36,Books,4,Mobile,0
21,Female,34,Clothing,5,Desktop,1
63,Male,5,Clothing,11,Mobile,1
18,Male,46,Books,6,Tablet,1
25,Female,42,Electronics,2,Tablet,0
57,Male,19,Electronics,1,Tablet,1
58,Male,36,Electronics,7,Mobile,0
40,Male,23,Electronics,12,Tablet,1
22,Male,22,Electronics,19,Mobile,0
29,Female,23,Clothing,15,Desktop,0
45,Female,6,Books,12,Desktop,1
44,Female,47,Books,19,Tablet,1
20,Female,29,Books,3,Mobile,0
38,Female,34,Electronics,16,Mobile,1
42,Male,31,Clothing,2,Desktop,0
31,Male,12,Electronics,10,Tablet,1
34,Male,34,Electronics,15,Desktop,1
54,Male,5,Electronics,2,Desktop,1
21,Male,6,Books,9,Mobile,1
36,Female,23,Clothing,16,Tablet,1
44,Female,12,Books,19,Mobile,0
50,Male,38,Electronics,19,Mobile,1
33,Male,28,Clothing,14,Tablet,1
59,Male,31,Clothing,2,Desktop,1
37,Female,43,Electronics,18,Tablet,1
23,Male,47,Books,9,Tablet,0
47,Male,19,Electronics,2,Desktop,1
31,Female,19,Clothing,10,Desktop,1
56,Female,37,Clothing,1,Desktop,1
34,Female,20,Electronics,3,Tablet,1
36,Female,7,Books,3,Mobile,1
33,Female,43,Clothing,8,Mobile,1
49,Female,34,Electronics,14,Mobile,1
43,Male,12,Electronics,10,Mobile,1
42,Male,9,Clothing,17,Tablet,1
34,Female,9,Electronics,13,Mobile,0
58,Female,21,Books,10,Desktop,1
45,Male,10,Electronics,18,Mobile,1
37,Male,39,Electronics,13,Mobile,0
45,Female,12,Clothing,10,Tablet,1
36,Female,42,Books,18,Tablet,0
35,Female,39,Books,18,Mobile,1
36,Male,22,Clothing,16,Mobile,0
52,Male,14,Clothing,16,Desktop,0
40,Female,46,Clothing,5,Mobile,1
48,Male,11,Electronics,3,Tablet,1
50,Male,5,Electronics,19,Tablet,1
41,Female,30,Clothing,15,Tablet,0
57,Female,24,Electronics,1,Tablet,0
42,Male,14,Electronics,19,Tablet,0
53,Male,18,Books,13,Tablet,1
38,Male,17,Clothing,16,Mobile,1
22,Male,6,Books,8,Mobile,0
23,Male,9,Clothing,12,Mobile,1
19,Male,5,Electronics,12,Mobile,0
38,Male,9,Clothing,17,Desktop,0
55,Female,18,Books,14,Desktop,0
50,Male,10,Books,5,Desktop,1
48,Female,18,Electronics,19,Mobile,1
56,Female,15,Books,9,Tablet,0
62,Male,41,Electronics,9,Desktop,1
60,Male,19,Electronics,6,Desktop,1
62,Male,31,Electronics,10,Mobile,0
58,Male,49,Books,2,Mobile,1
64,Male,38,Electronics,5,Tablet,1
38,Female,6,Clothing,2,Desktop,1
50,Male,49,Electronics,5,Desktop,1
60,Female,33,Clothing,12,Tablet,1
47,Female,8,Electronics,6,Desktop,1
52,Male,13,Books,2,Tablet,0
35,Male,21,Books,16,Desktop,0
63,Male,29,Electronics,7,Desktop,1
36,Male,16,Clothing,14,Mobile,0
57,Female,8,Electronics,18,Desktop,1
39,Male,18,Clothing,6,Mobile,0
59,Female,6,Clothing,5,Desktop,1
62,Male,46,Electronics,10,Tablet,0
53,Female,23,Books,16,Mobile,0
38,Female,37,Books,14,Desktop,1
21,Female,42,Electronics,7,Desktop,1
47,Male,49,Clothing,2,Desktop,0
25,Male,40,Electronics,5,Tablet,0
41,Male,20,Books,5,Mobile,0
24,Male,49,Clothing,9,Mobile,0
48,Female,41,Books,11,Mobile,1
23,Female,15,Electronics,13,Tablet,1
32,Male,31,Books,10,Desktop,1
22,Male,27,Clothing,5,Desktop,0
59,Male,26,Books,15,Mobile,0
19,Male,19,Clothing,4,Desktop,1
32,Male,7,Electronics,14,Desktop,1
48,Female,11,Electronics,5,Desktop,1
26,Female,34,Electronics,18,Tablet,0
18,Male,47,Clothing,3,Desktop,0
48,Female,24,Clothing,11,Desktop,0
35,Male,6,Clothing,6,Tablet,0
53,Male,15,Books,16,Mobile,1
22,Male,45,Books,16,Tablet,0
47,Female,30,Books,10,Mobile,0
61,Male,9,Books,14,Mobile,1
30,Male,18,Clothing,3,Tablet,0
57,Male,19,Books,15,Mobile,1
22,Male,9,Clothing,14,Mobile,1
36,Female,40,Electronics,2,Mobile,1
42,Female,49,Electronics,19,Tablet,1
58,Female,24,Electronics,9,Tablet,1
18,Male,44,Clothing,3,Tablet,0
37,Female,43,Electronics,3,Tablet,1
